"","�..Category","Subcat","name","price","stars","votes"
"6028","Business","Presentations","create or redesign powerpoint presentation with infographic","8.89","4.8","23"
"6029","Programming & Tech","Convert Files","convert bank statement from PDF to microsoft excel","8.89","5.0","12"
"6030","Programming & Tech","Convert Files","create your personal interactive fillable PDF form","8.89","5.0","2"
"6031","Video & Animation","Visual Effects","do professional vfx and cgi for your film","31.11","5.0","31"
"6032","Business","Financial ConsultingNew","assist you in pearson, mymathlab, webassign and aleks course","8.89","5.0","18"
"6033","Video & Animation","Whiteboard & Animated Explainers","create a 2d animation explainer video","62.21","4.9","564"
"6034","Lifestyle","Astrology & Readings","cast a custom poppet spell for any need","111.10","5.0","527"
"6035","Programming & Tech","E-Commerce Development","create 30k per month dropshipping shopify store or shopify website","133.32","4.9","420"
"6036","Business","Lead Generation","do b2b lead generation for your targeted business","22.22","4.9","528"
"6037","Writing & Translation","Articles & Blog Posts","write an outstanding blog post or article","31.11","5.0","43"
"6038","Digital Marketing","Music Promotion","do organic spotify music promotion to target audience","26.66","4.9","80"
"6039","Music & Audio","Jingles & Intros","produce your podcast,dj intro and make it sound amazing","88.88","5.0","511"
"6040","Music & Audio","Mixing & Mastering","professionally mix and master your hip hop or rap song","111.10","5.0","36"
"6041","Video & Animation","Real Estate Promos","create a luxury and  effective real estate  video","13.33","5.0","3"
"6042","Programming & Tech","QA","perform performance, load and stress testing using jmeter","17.78","5.0","4"
"6043","Writing & Translation","Technical Writing","do research report writing and essay writing","8.89","5.0","6"
"6044","Writing & Translation","Grant Writing","research and win develop grant proposal, writing nonprofit application, 501c3","88.88","4.9","49"
"6045","Writing & Translation","Social Media Copy","create engaging social media content for you","66.66","5.0","2"
"6046","Writing & Translation","Case Studies","write a killer case study on any field","8.89","4.9","22"
"6047","Writing & Translation","Resume Writing","quickly write your resume","13.33","5.0","8"
"6048","Business","Branding Services","write company intro, a powerful mission and vision statement","13.33","4.9","93"
"6049","Lifestyle","Arts & Crafts","design your image into photo mosaic portrait as unique gift","13.33","4.9","11"
"6050","Digital Marketing","E-Commerce Marketing","research dropshipping shopify product, winning products","13.33","5.0","2"
"6051","Music & Audio","Voice Over","record an english USA voice over today","22.22","5.0","11"
"6052","Programming & Tech","Support & IT","do a docker, jenkins, kubernetes, AWS or devops related work","53.33","5.0","12"
"6053","Writing & Translation","Website Content","write your SEO website content","319.96","5.0","94"
"6054","Writing & Translation","Beta Reading","beta read for you","71.10","5.0","2"
"6055","Writing & Translation","Email Copy","copywrite persuasive email copy for marketing","13.33","5.0","7"
"6056","Business","Project ManagementNew","be your kdp virtual assistant and publish book on kindle","8.89","4.9","27"
"6057","Programming & Tech","Cybersecurity & Data ProtectionNew","write a data privacy policy for your website","444.39","nul","nul"
"6058","Writing & Translation","White Papers","write a whitepaper about your services and products","4.44","5.0","10"
"6059","Writing & Translation","Website Content","craft original and captivating content for your website","266.63","4.9","44"
"6060","Business","Legal Consulting","register your trademark in usa","88.88","5.0","34"
"6061","Business","Career Counseling","prepare a 306090 day  action plan","48.88","4.9","19"
"6062","Writing & Translation","Resume Writing","write your resume, cover letter, or linkedin","71.10","5.0","8"
"6063","Writing & Translation","Transcripts","proofread and edit auto transcripts for errors","8.89","5.0","17"
"6064","Writing & Translation","Translation","translate legal and business documents","17.78","nul","nul"
"6065","Video & Animation","Logo Animation","create an 80s style retro animation of your text or logo","22.22","5.0","48"
"6066","Lifestyle","Personal StylistsNew","be your online personal shopper","17.78","nul","nul"
"6067","Business","Presentations","write and design company profile booklet and annual report","31.11","5.0","2"
"6068","Lifestyle","Gaming","meet your minecraft building needs","53.33","5.0","10"
"6069","Lifestyle","Fitness Lessons","teach you yoga via zoom or personalized video","53.33","5.0","1"
"6070","Programming & Tech","Web Programming","create a web based inventory system for you","4.44","4.9","75"
"6071","Writing & Translation","Cover Letters","write a cover letter for your application","4.44","5.0","1"
"6072","Lifestyle","Spiritual & Healing","give a relationship healing using reiki","35.55","5.0","65"
"6073","Digital Marketing","Influencer Marketing","find influencers suitable to your target audience and work with them","13.33","nul","nul"
"6074","Video & Animation","Whiteboard & Animated Explainers","create a 2d cartoon explainer video","71.10","4.9","57"
"6075","Lifestyle","Arts & Crafts","print highly detailed 3d models for you with resin printer","4.44","5.0","1"
"6076","Writing & Translation","Grant Writing","draft a competitive grant application","35.55","5.0","2"
"6077","Lifestyle","Relationship Advice","provide relationship and couples counseling","4.44","5.0","3"
"6078","Lifestyle","Personal StylistsNew","be your personal stylist","44.44","5.0","2"
"6079","Music & Audio","Podcast EditingNew","do podcast editing and edit audio in 48 hours","26.66","5.0","159"
"6080","Music & Audio","Sound DesignNew","create sound effects, sound design for app, game with free preview before buying","4.44","4.9","13"
"6081","Video & Animation","Live Action Explainers","custom a commercial or live action video with actors","528.82","4.9","78"
"6082","Writing & Translation","Book & eBook Writing","write a personalized erotic story for you","13.33","5.0","4"
"6083","Music & Audio","Singers & Vocalists","record and write lyrics for your rap song","88.88","5.0","8"
"6084","Music & Audio","Podcast EditingNew","professionally edit your podcast","17.78","5.0","2"
"6085","Video & Animation","Subtitles & Captions","subtitle your video in  spanish or english","22.22","5.0","1"
"6086","Video & Animation","3D Product Animation","do realistic 3d product animation, render quality 3d product video","13.33","5.0","1"
"6087","Writing & Translation","Transcripts","take notes for you based on text or audio","4.44","5.0","33"
"6088","Business","Career Counseling","job interview and resume coach","8.89","5.0","2"
"6089","Lifestyle","Craft Lessons","guide you how to design your dress","4.44","4.0","4"
"6090","Digital Marketing","Mobile Marketing & Advertising","be your mobile marketing and advertising expert","222.19","5.0","1"
"6091","Music & Audio","Online Music LessonsNew","teach you how to play guitar, voice, piano, bass, ukulele","13.33","5.0","2"
"6092","Business","Legal Consulting","help with patent filing, registration, and prosecution","266.63","5.0","2"
"6093","Video & Animation","Character Animation","create professional animation and cartoon","88.88","5.0","173"
"6094","Music & Audio","Audiobook ProductionNew","record and produce your audiobook","26.66","5.0","12"
"6095","Lifestyle","Celebrity Impersonators","do general voice over or voice impressions","13.33","5.0","25"
"6096","Business","E-Commerce ManagementNew","do amazon fba product research for amazon fba private label","17.78","5.0","34"
"6097","Video & Animation","Whiteboard & Animated Explainers","create whiteboard animation video or sales explainer","35.55","4.9","687"
"6098","Digital Marketing","Domain Research","find expired domain relevant to your niche","8.89","4.8","13"
"6099","Video & Animation","Unboxing VideosNew","unbox your product and try it in a video","44.44","5.0","43"
"6100","Writing & Translation","Transcripts","transcribe audio files to a professional level","13.33","nul","nul"
"6101","Video & Animation","eLearning Video ProductionNew","make presentation slides into elearning and training videos","22.22","5.0","1"
"6102","Business","Financial ConsultingNew","prepare individual or business income tax return","88.88","5.0","49"
"6103","Video & Animation","Lyric & Music Videos","create you a 3d animation vfx music video visualizer","444.39","4.9","39"
"6104","Writing & Translation","Podcast Writing","research and write your podcast","22.22","5.0","42"
"6105","Music & Audio","Sound DesignNew","create unique sound design and audio branding for your logo","35.55","5.0","44"
"6106","Programming & Tech","Online Coding LessonsNew","assist you in microcontroller,microprocessor and arduino","4.44","5.0","2"
"6107","Lifestyle","Arts & Crafts","design pop up card ready for laser cut and hand cut","8.89","5.0","23"
"6108","Video & Animation","Lyric & Music Videos","create a visual music video for your song","177.76","5.0","852"
"6109","Writing & Translation","Book & eBook Writing","be your ebook ghostwriter for fiction and non fiction","53.33","4.3","1"
